planet,material,total cost,repair cost,input cost,desired profit,base recipe cost
BS-658j,GAL,677.2796059969556,79.90136055005979,0.0,1296.9825516599635,65.26191651318491
BS-658j,BOR,142.966973963778,16.86638078613899,0.0,1296.9825516599635,13.776140070292774
BS-658j,N,412.0881172946501,48.61566913695488,0.0,1296.9825516599635,39.70835688662371
BS-658j,CLI,62.224268247147506,7.34084364589788,0.0,1296.9825516599635,5.995861920959153
BS-658e,MGS,714.4062906342343,66.32018462703952,0.0,1296.9825516599635,84.18328632014892
UB-282a,FEO,48.79652627040693,8.421963173497854,0.0,1296.9825516599635,3.918175113991584
UB-282a,HE,1180.5825758955318,218.82704594251507,0.0,1296.9825516599635,85.34634756560521
UB-282a,SIO,110.17735215357253,19.015894640714027,0.0,1296.9825516599635,8.846821532774138
UB-282b,BOR,1685.4669758030775,290.90064160917456,0.0,1296.9825516599635,135.3365754654404
UB-282c,HAL,235.11829538714062,40.57988911327429,0.0,1296.9825516599635,18.87910317068425
UB-282c,FEO,49.06025095813308,8.467480339938428,0.0,1296.9825516599635,3.9393512014587055
UB-282d,SIO,880.2257127921994,151.92123505720977,0.0,1296.9825516599635,70.67877052243165
UB-282d,AMM,1340.4228192378953,248.45425626010763,0.0,1296.9825516599635,96.90147402757275
UB-282i,AMM,103.6801471142875,10.166175826551104,0.0,1296.9825516599635,8.667280717708628
UB-282i,HE,109.7664595163201,10.765245391021038,0.0,1296.9825516599635,10.453791735107194
UB-282j,AR,1863.5881483461726,219.85488303407615,0.0,1296.9825516599635,179.57330041453437
ZV-307d,H2O,44.904273257229704,3.7039445874749855,0.0,1296.9825516599635,8.146285390581417
ZV-307d,O,58.546327959677896,4.848389640069117,0.0,1296.9825516599635,11.879999822974206
ZV-307d,SIO,38.03327693829424,2.8748103081703182,0.0,1296.9825516599635,8.146285390581417
ZV-307d,FEO,114.09983364858263,8.62443113870101,0.0,1296.9825516599635,24.438856778689797
ZV-307h,HE,138.19178552769748,13.553033310761258,0.0,1296.9825516599635,13.160925038256902
XH-594d,AMM,856.9437558855926,101.09705268527594,0.0,1296.9825516599635,82.5741560175548
VH-331f,H,58.19866731920036,5.707781210055672,0.0,1296.9825516599635,5.542647089981556
VH-331f,AMM,111.2679464452331,10.91018424361044,0.0,1296.9825516599635,9.30159296225486
VH-331d,H,574.3642078946668,52.349522844156894,0.0,1296.9825516599635,72.83283181006993
VH-331d,FEO,643.3005023589832,59.71925030116831,0.0,1296.9825516599635,75.8044142247182
VH-331d,SIO,49.84553343880196,4.627289854292623,0.0,1296.9825516599635,5.8736336287492135
VH-331g,MAG,45.639934139521046,3.449772506886019,0.0,1296.9825516599635,9.775542857142856
VH-331g,SCR,57.049916824291316,4.312215569350505,0.0,1296.9825516599635,12.219428389344898
VH-331g,TS,92.03567900149983,6.956674260338733,0.0,1296.9825516599635,19.712971576931512
VH-331a,HAL,228.19966729716526,17.24886227740202,0.0,1296.9825516599635,48.87771355737959
VH-331a,O,46.83706306566893,3.8787117698526017,0.0,1296.9825516599635,9.504
VH-331a,H2O,12.95315673710892,1.068445635725887,0.0,1296.9825516599635,2.3498901960835687
VH-331a,N,390.30886760465745,32.3225988045714,0.0,1296.9825516599635,79.200001770258
UV-795a,H,815.5790944917119,74.67924563045692,0.0,1296.9825516599635,100.27223270985215
UV-795a,HE,295.02796122950286,27.01450507169034,0.0,1296.9825516599635,36.272524129318
UV-795a,GAL,542.9158088229566,50.96106496543203,0.0,1296.9825516599635,61.63573125747129
UV-795e,AMM,77.76063839785138,7.62468364812419,0.0,1296.9825516599635,6.5005046823427435
UV-795c,SIO,94.79896018435399,11.183809213199426,0.0,1296.9825516599635,9.134723340711163
UV-795b,SIO,50.72784043295255,5.9845644730331085,0.0,1296.9825516599635,4.888078805143287
UV-795b,GAL,1760.569045152892,207.7013109570408,0.0,1296.9825516599635,169.64649315157766
UV-795b,CLI,717.9578533993191,84.70033468638626,0.0,1296.9825516599635,69.1816276079372
JS-761d,LST,748.9262025856725,88.35379363018045,0.0,1296.9825516599635,72.16570361030846
JS-761b,SIO,91.3432434441734,10.776124607356909,0.0,1296.9825516599635,8.801734283615751
JS-761b,HAL,296.8865588341233,35.02488450830226,0.0,1296.9825516599635,28.60766165843537
JS-761a,HAL,708.6022681676678,65.78138220241298,0.0,1296.9825516599635,83.49935941256562
JS-761a,MGS,921.0370263413175,85.50225052059268,0.0,1296.9825516599635,108.5319722354558
JS-761a,FEO,33.32666496639595,3.0938005481624122,0.0,1296.9825516599635,3.9271045282525203
JS-761a,O,889.5664466894103,81.07813541003756,0.0,1296.9825516599635,112.80236913281547
QJ-382f,HE3,1916.8468358836942,187.99300493264192,0.0,1296.9825516599635,182.5541034914043
QJ-382f,AMM,694.2874039289453,68.07713934588654,0.0,1296.9825516599635,58.039885128520275
QJ-382c,GAL,109.10611439810837,12.871680924020787,0.0,1296.9825516599635,10.513344955140077
QJ-382c,AMM,251.1392817632552,29.627896843152698,0.0,1296.9825516599635,24.19950445058648
QJ-382c,SIO,59.847046516219294,7.06039337255658,0.0,1296.9825516599635,5.76679545451979
QJ-382c,HAL,189.63406393282102,22.371882425967407,0.0,1296.9825516599635,18.272929435432264
QJ-382c,MGS,76.241326463358,8.99449158165109,0.0,1296.9825516599635,7.346530204732774
QJ-382e,AMM,934.8588375559563,110.28900380517881,0.0,1296.9825516599635,90.08196742965883
QJ-382e,H,133.07833561198413,16.454319669002466,0.0,1296.9825516599635,13.242100458667252
QJ-382b,LST,1400.5981721404823,165.23411977424044,0.0,1296.9825516599635,134.96009649397655
QJ-382b,AMM,760.0509591845585,89.66622527608955,0.0,1296.9825516599635,73.23767289737607
QJ-382b,SIO,1360.8037335513159,160.53941206793093,0.0,1296.9825516599635,131.12554824256068
QJ-382d,HAL,1222.0691700384439,144.17234552429883,0.0,1296.9825516599635,117.75723857945995
QJ-382d,FEO,2216.781547804316,261.5225087888273,0.0,1296.9825516599635,213.60662718880752
QJ-382d,GAL,855.2822676655429,100.90104033211428,0.0,1296.9825516599635,82.41405684352918
QJ-382i,HE,1338.796502164678,122.02250263930127,0.0,1296.9825516599635,169.76743872583384
QJ-382i,LST,582.7857034999619,54.101504929083916,0.0,1296.9825516599635,68.67354946926851
QJ-382i,H,424.06913453513624,39.26995531330934,0.0,1296.9825516599635,48.676859183275056
QJ-382i,CLI,510.73232762582495,47.412603594337966,0.0,1296.9825516599635,60.183016769506324
UV-072c,LST,38.67526840035016,4.562674761597062,0.0,1296.9825516599635,3.72670624527858
UV-072c,CLI,74.07117052159352,8.738469680478472,0.0,1296.9825516599635,7.1374163695633985
UV-072c,GAL,109.83051083446429,12.957140843867704,0.0,1296.9825516599635,10.583146997506788
UV-072d,N,1328.0281269078323,187.25602970071296,0.0,1296.9825516599635,111.47714907391699
UV-072d,AMM,1502.873918446831,177.29999509189588,0.0,1296.9825516599635,144.81527470644238
UV-072d,FEO,1078.747812312428,127.26415668058809,0.0,1296.9825516599635,103.94695048034713
UV-072d,HAL,851.9251861555359,100.5049921154665,0.0,1296.9825516599635,82.0905721685233
JS-570a,LST,42.40003406006941,5.10202386182859,0.0,1296.9825516599635,6.463088142979013
JS-570a,HAL,93.1919849435412,11.21385257001229,0.0,1296.9825516599635,14.205366251733949
JS-570h,F,680.1563468981408,66.70571330152332,0.0,1296.9825516599635,64.77582340830932
JS-570h,N,396.89786899328163,43.90980843769421,0.0,1296.9825516599635,32.86399316446432
JS-601a,O,946.3062522753848,164.0732312912742,0.0,1296.9825516599635,79.40908375594195
JS-601a,H2O,85.02807780950857,14.742406533981269,0.0,1296.9825516599635,7.135112693324058
JS-601a,H,998.6145099991955,173.14258367833293,0.0,1296.9825516599635,83.79851984888738
JS-601b,SCR,97.83817699436304,15.866920220203074,0.0,1296.9825516599635,9.262924412148758
JS-601c,HAL,67.98530210322014,8.18071591859676,0.0,1296.9825516599635,10.363081296058963
JS-601c,FEO,25.460677253423235,3.063699965458685,0.0,1296.9825516599635,3.881001629283733
JS-601c,MGS,985.6999055156192,118.60991506322965,0.0,1296.9825516599635,150.25142109197407
YK-005d,MGS,562.3908219042005,52.20819529476266,0.0,1296.9825516599635,66.27028373749944
YK-005d,CLI,84.2000989335772,7.816513068400239,0.0,1296.9825516599635,9.921862572650936
YK-005d,HAL,81.35217230209243,7.552132669626521,0.0,1296.9825516599635,9.586272270353602
YK-005a,CLI,1230.1263822456376,199.49592038068243,0.0,1296.9825516599635,116.46340974635957
YK-005a,FEO,44.14537799058556,7.159282932138918,0.0,1296.9825516599635,4.179506528377867
YK-005c,FEO,48.76713048985216,5.753251746781531,0.0,1296.9825516599635,4.699146955608513
ZV-896a,LST,963.6368020341035,155.10579511185176,0.0,1296.9825516599635,88.53309367254916
ZV-896a,SIO,66.39205683697688,10.68638385652493,0.0,1296.9825516599635,6.0996987398715605
ZV-896a,N,347.53632796102397,60.256822970958666,0.0,1296.9825516599635,29.163435525160516
ZV-896a,TS,924.3375217496202,148.7802312656169,0.0,1296.9825516599635,84.92251460858479
ZV-896f,F,1719.9170862096378,168.67929936743357,0.0,1296.9825516599635,163.79917053091012
YK-649b,MGS,961.1808574803715,72.65249958828514,0.0,1296.9825516599635,205.87375601903736
YK-649b,H2O,124.27229787472096,9.39333425121067,0.0,1296.9825516599635,26.6176802559844
YK-649b,SIO,18.39848711409672,1.3906811263241157,0.0,1296.9825516599635,3.940741867431856
YK-649a,FEO,628.5000265208876,74.14664014701383,0.0,1296.9825516599635,60.56156998698267
YK-649a,HAL,837.0852905773536,98.75427079355072,0.0,1296.9825516599635,80.6606161832665
YK-649e,N,406.5171476592207,57.32016177486217,0.0,1296.9825516599635,34.123804874695686
YK-649d,SIO,77.24061631100643,9.112381767187445,0.0,1296.9825516599635,7.442820673295913
UV-351c,MGS,76.06655387658849,5.7496206163406365,0.0,1296.9825516599635,16.292570781162834
UV-351c,H,61.62771533341661,5.1035681822684476,0.0,1296.9825516599635,12.50526331481511
OT-442b,O,65.2875275484402,5.406647747568249,0.0,1296.9825516599635,13.24789859155772
OT-442b,SCR,61.28054675869783,4.631994971089093,0.0,1296.9825516599635,13.125580096533506
OT-442b,H2O,27.799645375441727,2.293063411409587,0.0,1296.9825516599635,5.043258214825778
QQ-001b,CLI,298.3992140816987,22.555015124880335,0.0,1296.9825516599635,63.91363968396828
QQ-001b,FEO,25.81761050868891,1.9514682614154455,0.0,1296.9825516599635,5.529831774629259
QQ-001b,HAL,60.230748269110194,4.552644156162875,0.0,1296.9825516599635,12.900725474812184
QQ-001a,FEO,19.492212729718638,1.473352248226156,0.0,1296.9825516599635,4.175005168443254
QQ-001a,HE,575.7111755739331,47.67629664574485,0.0,1296.9825516599635,116.82113810131818
QQ-001a,HAL,85.07158356571333,6.4302811920169445,0.0,1296.9825516599635,18.221343364111338
AM-783c,LST,22.206170322976334,1.6784913761980265,0.0,1296.9825516599635,4.756303307135907
AM-783c,AMM,902.856189540961,74.76811524127493,0.0,1296.9825516599635,183.20416917189
AM-783c,MGS,265.9479310436573,20.10212937584349,0.0,1296.9825516599635,56.96295243849859
AM-783c,ALO,31.293738705768092,2.365390780249854,0.0,1296.9825516599635,6.702754717903204
OT-442g,HE,357.6001573642023,39.25687894765166,0.0,1296.9825516599635,31.289053804685093
OT-442i,SIO,523.4487112431507,49.133776077669296,0.0,1296.9825516599635,59.42568547266864
OT-442c,SIO,51.161581881507175,6.285742962008965,0.0,1296.9825516599635,4.578096149880322
OT-442c,FEO,688.6961140038219,84.61362202577229,0.0,1296.9825516599635,61.62665249993156
OT-442c,H,586.0995710418038,75.70010538865974,0.0,1296.9825516599635,54.06390020140372
QJ-650a,SIO,63.68937190137314,10.992371500466247,0.0,1296.9825516599635,5.114013867029187
QJ-650b,SIO,52.80905463645257,9.114499481188803,0.0,1296.9825516599635,4.240365851522833
QJ-650b,HE,1595.9360689801329,295.8149498548381,0.0,1296.9825516599635,115.37296688657624
QJ-650b,GAL,205.25168156599742,35.42510575175259,0.0,1296.9825516599635,16.480927891470373
XH-329b,H,214.2168406953562,26.486597980623884,0.0,1296.9825516599635,21.315873176360743
KW-358d,H,206.69975448492718,25.557156393328356,0.0,1296.9825516599635,20.567877566878536
KW-358d,SIO,1044.7413452248618,123.25227892177426,0.0,1296.9825516599635,100.67012478483504
KW-358f,AMM,74.8620156420531,7.340464254050562,0.0,1296.9825516599635,6.258190432040336
KW-358h,N,882.6758020212437,86.54923484337344,0.0,1296.9825516599635,73.78846550452543
KW-358h,H,1393.7733949940898,136.6930543510609,0.0,1296.9825516599635,132.73833246881034
KW-358e,N,219.8609872658368,21.558085285891725,0.0,1296.9825516599635,18.3795736073273
KW-358g,HE3,652.8059816113207,64.02335117429354,0.0,1296.9825516599635,62.17106578154983
KW-358g,H,609.4919622898883,59.77536823923932,0.0,1296.9825516599635,58.045982953954926
KW-358b,FEO,47.721930959441366,5.629945413936656,0.0,1296.9825516599635,4.598432680604053
KW-358b,ALO,79.29708875896513,9.354991975837889,0.0,1296.9825516599635,7.6409800922744155
KW-358b,MAG,138.92203863687968,16.389183727354926,0.0,1296.9825516599635,13.386374559464068
KW-358i,SIO,65.52389247273207,7.730113398882774,0.0,1296.9825516599635,6.313810075352495
KW-358i,CLI,50.97660729241554,6.013912485810786,0.0,1296.9825516599635,4.912049705595284
QJ-149a,MGS,1164.5864640604352,188.86697486033447,0.0,1296.9825516599635,110.25835435000928
QJ-149e,H2O,49.15684369094644,5.799227758337224,0.0,1296.9825516599635,4.736699290225857
QJ-149e,HE,129.33645637153046,15.991659259987825,0.0,1296.9825516599635,12.869760809404111
QJ-149b,HE,288.9932055982913,50.106452271369584,0.0,1296.9825516599635,24.250802119369876
XG-430a,H2O,640.4085324935263,131.29044640273534,0.0,1296.9825516599635,41.354173855635395
XG-430a,CLI,891.9762872199668,144.6563807954801,0.0,1296.9825516599635,84.44872114107032
XG-430a,AMM,218.65211127265286,38.22764768686227,0.0,1296.9825516599635,18.737436992941145
XG-430a,N,420.34621114543324,73.49047202264448,0.0,1296.9825516599635,36.021653761841264
XG-430e,F,480.4948192988057,47.124091108148434,0.0,1296.9825516599635,45.760725023665906
XG-430j,MGS,688.8182516580829,81.26262032972198,0.0,1296.9825516599635,66.37376769420969
XG-430j,LST,43.43149003151607,5.123785085963583,0.0,1296.9825516599635,4.185010520592533
XG-430j,MAG,1264.6461582113097,149.19532163787613,0.0,1296.9825516599635,121.85991024256168
XG-430j,TIO,702.9836763540815,82.93377164737261,0.0,1296.9825516599635,67.73873240848492
XG-430j,CLI,63.96104175066389,7.545737702458139,0.0,1296.9825516599635,6.163215501939866
BS-788c,SIO,76.06655387658849,5.7496206163406365,0.0,1296.9825516599635,16.292570781162834
BS-788c,NE,117.09265591935579,9.696779280138234,0.0,1296.9825516599635,23.75999964594841
BS-788c,CLI,28.524958412145658,2.1561077846752523,0.0,1296.9825516599635,6.109714194672449
JS-952e,GAL,215.85984284945098,25.46584155063243,0.0,1296.9825516599635,20.80001659263517
JS-952e,SIO,61.880498058552064,7.300287713691865,0.0,1296.9825516599635,5.962736604399806
JS-952e,H,711.8997956230141,88.02204172159578,0.0,1296.9825516599635,70.83834169395564
JS-952a,GAL,142.35432381488738,24.56943074417687,0.0,1296.9825516599635,11.430509742634184
JS-952a,TCO,237.8813215745248,41.056769468826815,0.0,1296.9825516599635,19.100963644659856
JS-952d,N,2279.8131273732733,281.8849049387264,0.0,1296.9825516599635,226.8552151695725
JS-952d,GAL,789.7197769117954,93.16637334097696,0.0,1296.9825516599635,76.09652748035097
JS-952d,HE,238.17709248114377,29.449136100898006,0.0,1296.9825516599635,23.700063358055417
JS-952d,AMM,518.2614247604935,73.07644678704914,0.0,1296.9825516599635,43.5038271680339
JS-952b,GAL,286.92661004334207,49.521667380391065,0.0,1296.9825516599635,23.039113415243015
JS-952b,SIO,1020.4561710348622,176.12410041237487,0.0,1296.9825516599635,81.93874195288274
UB-402e,HAL,871.1606543308204,68.40599995463202,0.0,1296.9825516599635,174.54887324279312
UB-402e,GAL,514.6806020136929,40.41417741144772,0.0,1296.9825516599635,103.12325139433727
OF-375a,SCR,92.44125279014067,14.87923041636077,0.0,1296.9825516599635,8.492940571802365
OF-375a,FEO,879.9871378197386,141.64164798565128,0.0,1296.9825516599635,80.8478708355476
OF-375a,TS,95.58562959522762,15.385345441705162,0.0,1296.9825516599635,8.781826805328244
OF-375d,HE,127.72759835872598,15.792733838182818,0.0,1296.9825516599635,12.709669692158647
OF-375d,HAL,825.216327788537,97.35404219261933,0.0,1296.9825516599635,79.51693600780682
OF-375g,O,377.2010889532143,41.73070417444255,0.0,1296.9825516599635,31.233057613611837
OF-375g,AMM,82.4863157215815,8.088051688291308,0.0,1296.9825516599635,6.895554005536025
OF-375e,HAL,780.3298044213728,92.05860105480572,0.0,1296.9825516599635,75.19172007834895
OF-375c,AMM,235.37967748649913,19.742543742724962,0.0,1296.9825516599635,45.47758996981578
OF-375c,FEO,21.993224354475355,1.7269702169344487,0.0,1296.9825516599635,4.406641313476747
OF-375c,LST,393.48960442067323,30.897917311044083,0.0,1296.9825516599635,78.84098844792258
OZ-189c,HE,930.3878608637289,78.03657153815259,0.0,1296.9825516599635,179.75977408534595
OZ-189c,SIO,428.24388266237594,33.62692159286782,0.0,1296.9825516599635,85.80448028757131
CB-282d,H,46.413045560339505,4.551917106585792,0.0,1296.9825516599635,4.420223757036568
JK-776a,LST,1245.8593093990212,200.5319829773364,0.0,1296.9825516599635,114.46198267751234
JK-776a,ALO,63.122612621277995,10.160138134506656,0.0,1296.9825516599635,5.799322072651458
UV-796d,SIO,700.1136473634497,82.59518294761095,0.0,1296.9825516599635,67.46217957754396
UV-796d,H,707.1231443193076,87.43143809601612,0.0,1296.9825516599635,70.36303595670826
UV-796f,AMM,75.17881068904158,7.371527039340743,0.0,1296.9825516599635,6.28467333815738
QQ-645b,H2O,101.62879333770054,7.980180461419281,0.0,1296.9825516599635,20.362709539202754
QQ-645b,ALO,40.3266749525004,3.1665646413866146,0.0,1296.9825516599635,8.079997230814197
OT-889a,HE,58.546327959677896,4.848389640069117,0.0,1296.9825516599635,11.879999822974206
OT-889a,SIO,38.03327693829424,2.8748103081703182,0.0,1296.9825516599635,8.146285390581417
DW-456a,SIO,1049.7509656421196,181.18019149538154,0.0,1296.9825516599635,84.2910023282132
DW-456a,GAL,102.33615884261418,17.662555656393373,0.0,1296.9825516599635,8.21720358979309
DW-456c,GAL,102.4882819392244,12.09094898897481,0.0,1296.9825516599635,9.875657911848426
DW-456c,FEO,58.27985148105493,6.875505160290682,0.0,1296.9825516599635,5.6157822678843825
DW-456d,MGS,62.405196626050746,7.362188484142647,0.0,1296.9825516599635,6.013295980178267
DW-456d,LST,2054.091415735325,242.32930883820043,0.0,1296.9825516599635,197.92998533720973
DW-456b,LST,47.99373164028657,5.66201081795247,0.0,1296.9825516599635,4.624623094702579
DW-456b,FEO,770.0332512213239,90.84387584770465,0.0,1296.9825516599635,74.19955555816378
JS-367c,SIO,39.60694464053412,4.672588301771187,0.0,1296.9825516599635,3.8164815411325006
JS-367a,MGS,1917.2379519183914,179.96250290395605,0.0,1296.9825516599635,217.65872579260568
JS-367a,AMM,283.16901092771195,25.928629442351458,0.0,1296.9825516599635,34.814512965977876
JS-367b,HAL,187.95164194996585,17.64217523254192,0.0,1296.9825516599635,21.337630447239835
JS-367b,LST,1822.1175642373078,171.0339799591886,0.0,1296.9825516599635,206.8599710742114
HM-223b,N,1135.2411266896302,140.36559981042882,0.0,1296.9825516599635,112.9633683446888
JS-299d,HE,754.1434180608428,93.24520644162467,0.0,1296.9825516599635,75.04183799925029
JS-299c,HE,578.6773450884921,71.5499031266682,0.0,1296.9825516599635,57.58190092758117
JS-299c,SIO,1783.4406473383153,210.39956455333058,0.0,1296.9825516599635,171.85037553505896
VH-043e,HE3,159.02800836786307,15.596526859562744,0.0,1296.9825516599635,15.145297451079323
PG-899b,H2O,10.511060814267791,0.867008504705271,0.0,1296.9825516599635,1.9068586337046778
PG-899b,O,61.94238031926518,5.129626493876504,0.0,1296.9825516599635,12.569113945699286
LB-716a,N,2658.111054386318,492.6945405553511,0.0,1296.9825516599635,192.1594258186871
LB-716c,SIO,1076.677933155874,127.01996482936673,0.0,1296.9825516599635,103.74749920570174
LB-716c,FEO,58.242466440850585,6.871094698865152,0.0,1296.9825516599635,5.612179886606317
LB-716e,CLI,53.42669042285598,6.302958507349814,0.0,1296.9825516599635,5.148137016202842
UV-135a,GAL,69.03718021521726,6.480209580939286,0.0,1296.9825516599635,7.837600263922947
UV-135d,GAL,1182.5231445894099,110.99812865128665,0.0,1296.9825516599635,134.24858433146224
UV-135d,HE,833.9846263731557,76.3645649889554,0.0,1296.9825516599635,102.53512025617275
UV-135c,N,683.8165996314948,63.32327708656431,0.0,1296.9825516599635,78.49202315546107
UV-135c,SCR,92.08546846862113,8.548532327290408,0.0,1296.9825516599635,10.851048569486801
UV-135c,H2O,726.9436219693204,67.48405753769809,0.0,1296.9825516599635,85.66064418682608
UV-135c,H,939.895126470438,85.66526381340833,0.0,1296.9825516599635,119.1843480572172
XH-265c,N,57.37803841392933,8.090478994917463,0.0,1296.9825516599635,4.816419179864595
XH-265b,AMM,1187.7499728775456,108.75741245840892,0.0,1296.9825516599635,146.02917422217976
XH-668a,CLI,815.4675072426479,140.74438981831244,0.0,1296.9825516599635,65.47893338638364
XH-668a,HAL,233.37152649252852,40.27840815904585,0.0,1296.9825516599635,18.73884428473739
